year,state,occ_code,occ_title,tot_emp,h_mean,a_mean
2013,Minnesota,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",920.0,11.72,24380.0
2014,Minnesota,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",860.0,12.57,26150.0
2015,Minnesota,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",840.0,12.4,25790.0
2016,Minnesota,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",740.0,13.45,27970.0
2017,Minnesota,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",780.0,13.84,28780.0
2018,Minnesota,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1050.0,15.15,31510.0
2019,Minnesota,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",940.0,16.48,34280.0
2020,Minnesota,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",880.0,16.98,35320.0
2021,Minnesota,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1390.0,17.26,35900.0
2011,Mississippi,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",750.0,10.55,21940.0
2012,Mississippi,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",630.0,9.84,20470.0
2013,Mississippi,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",720.0,9.15,19020.0
2014,Mississippi,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",730.0,9.39,19540.0
2015,Mississippi,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",640.0,9.85,20480.0
2016,Mississippi,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",490.0,10.57,21990.0
2017,Mississippi,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",530.0,12.29,25570.0
2018,Mississippi,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",670.0,12.04,25040.0
2019,Mississippi,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",640.0,12.1,25170.0
2020,Mississippi,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",400.0,12.07,25100.0
2021,Mississippi,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",210.0,13.78,28650.0
2011,Missouri,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",790.0,10.91,22690.0
2012,Missouri,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",920.0,11.05,22980.0
2013,Missouri,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1500.0,10.48,21800.0
2014,Missouri,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1420.0,11.0,22890.0
2015,Missouri,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1240.0,10.59,22030.0
2016,Missouri,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",780.0,11.8,24540.0
2017,Missouri,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",690.0,13.16,27370.0
2018,Missouri,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",880.0,13.95,29010.0
2019,Missouri,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1010.0,14.54,30240.0
2020,Missouri,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1360.0,14.23,29600.0
2021,Missouri,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",710.0,13.42,27920.0
2011,Montana,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",210.0,11.93,24820.0
2012,Montana,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",260.0,12.13,25220.0
2013,Montana,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",270.0,11.9,24760.0
2014,Montana,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",260.0,11.86,24670.0
2015,Montana,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",300.0,12.07,25120.0
2016,Montana,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",380.0,12.24,25460.0
2017,Montana,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",410.0,12.43,25850.0
2018,Montana,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",330.0,11.95,24850.0
2019,Montana,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",310.0,14.25,29630.0
2020,Montana,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",280.0,16.9,35160.0
2021,Montana,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",420.0,16.49,34290.0
2011,Nebraska,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",650.0,12.96,26960.0
2012,Nebraska,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",740.0,12.65,26320.0
2013,Nebraska,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",940.0,12.48,25950.0
2014,Nebraska,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",900.0,12.26,25510.0
2015,Nebraska,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",950.0,15.67,32590.0
2016,Nebraska,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",800.0,16.01,33290.0
2017,Nebraska,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",770.0,17.59,36580.0
2018,Nebraska,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",490.0,15.11,31430.0
2019,Nebraska,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",560.0,15.51,32250.0
2020,Nebraska,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",600.0,15.21,31640.0
2021,Nebraska,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",320.0,15.66,32570.0
2012,Nevada,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",60.0,13.53,28130.0
2013,Nevada,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",70.0,16.19,33670.0
2014,Nevada,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",80.0,15.45,32130.0
2015,Nevada,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",150.0,14.34,29830.0
2016,Nevada,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",200.0,14.59,30340.0
2017,Nevada,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",220.0,13.7,28500.0
2018,Nevada,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",390.0,11.88,24720.0
2019,Nevada,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",560.0,14.12,29380.0
2020,Nevada,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",700.0,14.5,30160.0
2021,Nevada,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1200.0,14.71,30590.0
2011,New Hampshire,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",190.0,11.21,23330.0
2012,New Hampshire,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",210.0,11.59,24100.0
2013,New Hampshire,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",210.0,12.13,25240.0
2014,New Hampshire,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",180.0,12.36,25700.0
2015,New Hampshire,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",200.0,13.15,27360.0
2016,New Hampshire,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",170.0,13.75,28590.0
2017,New Hampshire,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",180.0,13.29,27640.0
2018,New Hampshire,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",250.0,13.77,28640.0
2019,New Hampshire,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",250.0,14.6,30370.0
2020,New Hampshire,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",220.0,14.6,30380.0
2021,New Hampshire,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",310.0,14.87,30930.0
2011,New Jersey,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1580.0,11.73,24390.0
2012,New Jersey,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1660.0,11.72,24370.0
2013,New Jersey,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1680.0,11.7,24340.0
2014,New Jersey,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1690.0,12.45,25890.0
2015,New Jersey,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2580.0,12.21,25390.0
2016,New Jersey,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",3460.0,12.44,25870.0
2017,New Jersey,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",3160.0,12.54,26090.0
2018,New Jersey,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2400.0,13.37,27810.0
2019,New Jersey,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",3030.0,14.99,31170.0
2020,New Jersey,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",3570.0,15.34,31910.0
2021,New Jersey,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2830.0,15.19,31600.0
2011,New Mexico,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1720.0,9.35,19440.0
2012,New Mexico,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2090.0,9.17,19070.0
2013,New Mexico,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2040.0,9.18,19100.0
2014,New Mexico,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2430.0,9.33,19410.0
2015,New Mexico,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2040.0,9.64,20060.0
2016,New Mexico,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1780.0,10.41,21660.0
2017,New Mexico,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1430.0,10.83,22520.0
2018,New Mexico,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1670.0,10.27,21360.0
2019,New Mexico,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1570.0,10.49,21820.0
2020,New Mexico,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1490.0,11.13,23150.0
2021,New Mexico,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1590.0,12.22,25420.0
2011,New York,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1310.0,11.4,23710.0
2012,New York,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1810.0,11.1,23080.0
2013,New York,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1830.0,11.1,23090.0
2014,New York,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1800.0,11.52,23960.0
2015,New York,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1670.0,12.56,26120.0
2016,New York,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1580.0,13.24,27540.0
2017,New York,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",,15.56,32360.0
2018,New York,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",3040.0,15.73,32720.0
2019,New York,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2290.0,15.7,32660.0
2020,New York,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1430.0,15.73,32710.0
2021,New York,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2540.0,16.05,33370.0
2011,North Carolina,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2350.0,9.49,19740.0
2012,North Carolina,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2450.0,9.77,20320.0
2013,North Carolina,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2640.0,9.97,20740.0
2014,North Carolina,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2520.0,10.43,21700.0
2015,North Carolina,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",3000.0,10.47,21780.0
2016,North Carolina,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2820.0,10.97,22810.0
2017,North Carolina,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2570.0,11.05,22980.0
2018,North Carolina,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2650.0,11.91,24770.0
2019,North Carolina,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2680.0,12.24,25460.0
2020,North Carolina,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2510.0,12.63,26280.0
2021,North Carolina,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2040.0,12.99,27020.0
2011,North Dakota,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",160.0,11.52,23960.0
2012,North Dakota,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",220.0,12.32,25620.0
2013,North Dakota,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",240.0,13.51,28100.0
2014,North Dakota,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",280.0,13.58,28240.0
2015,North Dakota,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",210.0,12.82,26670.0
2016,North Dakota,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",310.0,12.89,26820.0
2017,North Dakota,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",270.0,14.11,29350.0
2018,North Dakota,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",230.0,14.82,30830.0
2019,North Dakota,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",210.0,15.26,31750.0
2020,North Dakota,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",190.0,15.99,33260.0
2021,North Dakota,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",160.0,17.62,36640.0
2011,Ohio,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1590.0,11.58,24080.0
2012,Ohio,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1760.0,11.5,23930.0
2013,Ohio,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1950.0,11.75,24450.0
2014,Ohio,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1850.0,11.67,24270.0
2015,Ohio,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2010.0,12.66,26340.0
2016,Ohio,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1850.0,13.6,28280.0
2017,Ohio,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2110.0,12.95,26940.0
2018,Ohio,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2060.0,12.37,25730.0
2019,Ohio,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2290.0,13.34,27740.0
2020,Ohio,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2050.0,15.16,31530.0
2021,Ohio,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2240.0,15.63,32520.0
2011,Oklahoma,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1240.0,10.07,20940.0
2012,Oklahoma,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1110.0,10.23,21290.0
2013,Oklahoma,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",760.0,10.55,21950.0
2014,Oklahoma,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",390.0,11.53,23990.0
2015,Oklahoma,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",550.0,11.6,24120.0
2016,Oklahoma,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",490.0,12.39,25770.0
2017,Oklahoma,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",500.0,13.79,28690.0
2018,Oklahoma,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",460.0,14.39,29930.0
2019,Oklahoma,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",490.0,13.95,29030.0
2020,Oklahoma,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",580.0,14.12,29370.0
2021,Oklahoma,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",870.0,14.58,30330.0
2011,Oregon,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",4570.0,9.82,20430.0
2012,Oregon,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",5450.0,10.12,21040.0
2013,Oregon,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",5180.0,9.91,20610.0
2014,Oregon,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",5830.0,10.26,21340.0
2015,Oregon,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",5670.0,11.17,23240.0
2016,Oregon,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",5460.0,12.2,25380.0
2017,Oregon,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",5160.0,12.61,26230.0
2018,Oregon,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",5750.0,12.71,26440.0
2019,Oregon,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",6040.0,13.52,28130.0
2020,Oregon,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",7480.0,14.27,29670.0
2021,Oregon,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",6880.0,14.84,30870.0
2011,Pennsylvania,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2290.0,12.33,25640.0
2012,Pennsylvania,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2410.0,12.18,25330.0
2013,Pennsylvania,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2280.0,11.86,24680.0
2014,Pennsylvania,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1980.0,11.82,24580.0
2015,Pennsylvania,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1960.0,11.56,24040.0
2016,Pennsylvania,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2200.0,11.66,24250.0
2017,Pennsylvania,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2510.0,13.02,27080.0
2018,Pennsylvania,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2510.0,14.07,29270.0
2019,Pennsylvania,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2730.0,15.42,32070.0
2020,Pennsylvania,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2520.0,15.65,32550.0
2021,Pennsylvania,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",3150.0,15.59,32420.0
2011,Rhode Island,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",70.0,12.95,26940.0
2012,Rhode Island,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",40.0,14.58,30320.0
2013,Rhode Island,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",40.0,10.14,21080.0
2014,Rhode Island,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",,9.93,20650.0
2015,Rhode Island,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",40.0,12.91,26850.0
2017,Rhode Island,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",,17.24,35860.0
2019,Rhode Island,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",40.0,17.36,36100.0
2020,Rhode Island,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",,14.8,30790.0
2021,Rhode Island,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",,15.37,31960.0
2011,South Carolina,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1170.0,8.75,18210.0
2012,South Carolina,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1010.0,9.54,19840.0
2013,South Carolina,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",930.0,10.7,22250.0
2014,South Carolina,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",830.0,11.73,24390.0
2015,South Carolina,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",930.0,11.74,24420.0
2016,South Carolina,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",930.0,13.56,28210.0
2017,South Carolina,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1120.0,13.12,27290.0
2018,South Carolina,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1280.0,13.32,27700.0
2019,South Carolina,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1400.0,12.92,26860.0
2020,South Carolina,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1520.0,13.01,27060.0
2021,South Carolina,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1100.0,14.19,29510.0
2011,South Dakota,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",140.0,10.51,21860.0
2012,South Dakota,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",110.0,11.44,23800.0
2013,South Dakota,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",150.0,11.44,23790.0
2014,South Dakota,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",130.0,11.18,23260.0
2015,South Dakota,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",110.0,10.96,22800.0
2016,South Dakota,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",90.0,10.79,22440.0
2017,South Dakota,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",70.0,12.59,26190.0
2018,South Dakota,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",80.0,13.73,28560.0
2019,South Dakota,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",100.0,13.92,28960.0
2020,South Dakota,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",80.0,13.55,28180.0
2021,South Dakota,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",60.0,13.76,28610.0
2011,Tennessee,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",980.0,10.5,21850.0
2012,Tennessee,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",830.0,10.82,22500.0
2013,Tennessee,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",720.0,10.54,21910.0
2014,Tennessee,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",430.0,11.41,23740.0
2015,Tennessee,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",370.0,10.14,21090.0
2016,Tennessee,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",480.0,10.26,21350.0
2017,Tennessee,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",840.0,10.03,20870.0
2018,Tennessee,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1020.0,10.91,22700.0
2019,Tennessee,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1590.0,11.71,24360.0
2021,Tennessee,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",840.0,13.59,28260.0
2011,Texas,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",4770.0,10.29,21400.0
2012,Texas,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",4380.0,10.22,21260.0
2013,Texas,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",4400.0,9.28,19310.0
2014,Texas,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",4340.0,9.39,19540.0
2015,Texas,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",5850.0,9.54,19850.0
2016,Texas,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",5110.0,10.08,20980.0
2017,Texas,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",5520.0,9.98,20750.0
2018,Texas,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",4540.0,10.64,22120.0
2019,Texas,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",4500.0,11.61,24150.0
2020,Texas,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",4670.0,12.55,26100.0
2021,Texas,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",5150.0,13.12,27290.0
2011,Utah,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",450.0,9.93,20660.0
2012,Utah,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",740.0,10.79,22440.0
2013,Utah,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",790.0,11.5,23910.0
2014,Utah,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",860.0,11.56,24050.0
2015,Utah,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",740.0,11.37,23650.0
2016,Utah,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",640.0,11.7,24330.0
2017,Utah,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",660.0,11.99,24940.0
2018,Utah,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",390.0,12.92,26870.0
2019,Utah,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",270.0,12.84,26700.0
2020,Utah,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",240.0,14.64,30450.0
2021,Utah,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",410.0,14.97,31130.0
2011,Vermont,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",160.0,11.74,24410.0
2012,Vermont,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",110.0,12.19,25340.0
2013,Vermont,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",100.0,13.61,28320.0
2014,Vermont,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",190.0,12.93,26890.0
2015,Vermont,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",190.0,13.35,27760.0
2016,Vermont,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",240.0,13.4,27880.0
2017,Vermont,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",560.0,14.77,30720.0
2018,Vermont,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",530.0,15.23,31680.0
2019,Vermont,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",490.0,16.22,33740.0
