Year,State,Generated Internal ID,CFDA Number,Recipient,Type Description,Description,Total Obligation
2017,VT,ASST_NON_00A00470_6800,66.7,VERMONT AGENCY OF AGRICULTURE,,"FUNDING WILL PROVIDE THE VERMONT AGENCY OF AGRICULTURE, FOOD & MARKETS THE ABILITY TO MAINTAIN A PESTICIDE PROGRAM. THIS ASSISTANCE AGREEMENT PROVIDES UTILIZATION OF PESTICIDE PROGRAM AND PESTICIDE ENFORCEMENT FUNDING. THE FUNDS WILL BE USED TO: CONDUCT FIFRA COMPLIANCE INSPECTIONS, TAKE APPROPRIATE ENFORCEMENT ACTIONS, IMPLEMENT WORKER SAFETY PROGRAMS SUCH AS THE WORKER PROTECTION PROGRAM, AND FOR THE CERTIFICATION AND TRAINING OF PESTICIDE APPLICATORS. IN ADDITION, THE STATE WILL IMPLEMENT PROGRAMS TO SUPPORT WATER QUALITY, ENDANGERED SPECIES, AND CONTAINER/CONTAINMENT.",317000
2017,WA,ASST_NON_83578901_6800,66.716,WASHINGTON STATE UNIVERSITY,,"WASHINGTON STATE UNIVERSITY WILL ESTABLISH THE PREP CAMPUS TO DEVELOP OR ENHANCE STATE, TRIBE, AND U.S. TERRITORY PESTICIDE MANAGER'S AND SENIOR STAF",670000
2017,WA,ASST_NON_97076212_6800,66.7,STATE OF WASHINGTON DEPARTMENT OF AGRICULTURE,,"DURING THE PROJECT PERIOD, THE WASHINGTON STATE DEPARTMENT OF AGRICULTURE WILL COOPERATIVE IN THE ENFORCEMENT OF THE FEDERAL INSECTICIDE FUNGICIDE AN",0
2017,WA,ASST_NON_01J33201_6800,66.7,STATE OF WASHINGTON DEPARTMENT OF AGRICULTURE,,"THIS COOPERATIVE AGREEMENT IS DESIGNED TO CONTINUE IMPLEMENTATON OF PESTICIDE REGULATORY AND ENFORCEMENT PROGRAMS THAT COULD INCLUDE, BUT ARE NOT LIMITED TO, ACTIVITIES SUCH AS COMPLIANCE MONITORING, ENFORCEMENT, CERTIFICATION AND TRAINING FOR PESTITCIDE APPLICATORS, WATER QUALITY PROTECTION, WORKER PROTECTION, AND OUTREACH AND EDUCATION.  THIS AGREEMENT WILL RESULT IN THE ENHANCED PROTECTION OF HUMAN HEALTH AND THE ENVIRONMENT.",574000
2017,WA,ASST_NON_98097109_6800,66.7,CONFEDERATED TRIBES AND BANDS OF THE YAKAMA NATION,PROJECT GRANT,"THIS AWARD FOR THE YAKAMA NATION PESTICIDE PROGRAM'S COOPERATIVE AGREEMENT WILL FUND THE ONGOING SUPPORT AND DEVELOPMENT OF A COMPREHENSIVE PESTICIDE REGULATORY PROGRAM ADMINISTERED BY THE YAKAMA NATION.  THE PROGRAM PROTECTS THE WELFARE, HEALTH, AND SAFETY OF ALL WHO RESIDE ON THE RESERVATION AND ITS ENVIRONMENT.  THE TRIBE PROVIDES PESTICIDE ENFORCEMENT COVERAGE UNDER THE FEDERAL INSECTICIDE, FUNGICIDE, AND RODENTICIDE ACT (FIFRA) AND IMPLEMENTS PROGRAMMATIC ACTIVITIES SET AS PRIORITY BY EPA.",97170
2018,AR,ASST_NON_00635118_6800,66.7,ARKANSAS STATE PLANT BOARD,,"THIS COOPERATIVE AGREEMENT IS DESIGNED TO CONTINUE IMPLEMENTATION OF PESTICIDE REGULATORY AND ENFORCEMENT PROGRAMS IN THE STATE OF ARKANSAS THAT WILL INCLUDE COMPLIANCE MONITORING, ENFORCEMENT, CERTICATION AND TRAINING FOR PESTICIDE APPLICATORS, WORKER PROTECTION SAFETY, AND OUTREACH AND EDUCATION.  THIS AGREEMENT WILL RESULT IN REDUCED PESTICIDE EXPOSURE TO AGRICULTURAL WORKERS AND HANDLERS, PROTECTION OF WATER RESOURCES FROM PESTICIDES, AND PROTECTION OF ENDANGERED SPECIES.",234383
2018,AR,ASST_NON_00635119_6800,66.7,ARKANSAS STATE PLANT BOARD,PROJECT GRANT (B),"THIS COOPERATIVE AGREEMENT CONTINUES THE RECIPIENT'S IMPLEMENTATION OF ITS PESTICIDE REGULATORY AND ENFORCEMENT PROGRAMS, INCLUDING, BUT NOT LIMITED TO, ACTIVITIES SUCH AS: COMPLIANCE MONITORING, ENFORCEMENT, CERTIFICATION AND TRAINING FOR PESTICIDE APPLICATORS, AND OUTREACH AND EDUCATION.  THIS AGREEMENT WILL RESULT IN ENHANCED PROTECTION OF HUMAN HEALTH AND THE ENVIRONMENT (E.G. REDUCED PESTICIDE EXPOSURE TO AGRICULTURAL WORKERS AND HANDLERS, PROTECTION OF WATER RESOURCES FROM PESTICIDES, AND PROTECTION OF ENDANGERED SPECIES).",295263
2018,CA,ASST_NON_83935901_6800,66.716,"UNIVERSITY OF CALIFORNIA, DAVIS",PROJECT GRANT (B),"THIS PROJECT WILL PROVIDE SUPPORT A NATIONAL PROGRAM PROVIDING TRAINING TO HEALTHCARE PROVIDERS IN THE PRACTICE SETTING ON THE RECOGNITION AND MANAGEMENT OF PESTICIDE RELATED ILLNESS. THE ACTIVITIES WILL SUPPORT EFFORTS TO REDUCE THE RISK OF PESTICIDE EXPOSURE FOR AGRICULTURAL WORKERS AND COMMUNITIES. THE PROGRAM WILL EXPAND ON PREVIOUS PROGRAMS BY INCLUDING ADDITIONAL HEALTHCARE PRACTICE SITES, IMPROVING EXISTING EDUCATIONAL MATERIALS AND TARGETING LARGER AUDIENCES OF PROVIDERS INCLUDING, DOCTORS, NURSES, EMERGENCY RESPONSE PERSONNEL AND OTHER SIMILAR CLINICAL STAFF. THE PROGRAM WILL ALSO FOCUS ITS EFFORTS ON TRAINING CLINICIANS SERVING THE MIGRANT AND SEASONAL FARMWORKER COMMUNITY.",500000
2018,CA,ASST_NON_83590701_6800,66.716,"UNIVERSITY OF CALIFORNIA, DAVIS",,THE RECIPIENT WILL PROVIDE TECHNICAL SUPPORT TO THE TRIBAL PESTICIDE PROGRAM COUNCIL TO FURTHER ITS MISSION OF ADVANCING TRIBAL PESTICIDE PROGRAMS.,0
2018,CA,ASST_NON_99T80701_6800,66.716,"ALAMEDA, COUNTY OF",PROJECT GRANT (B),"THE ALAMEDA COUNTY HEALTHY HOMES DEPARTMENT (ACHHD) WILL ADVANCE THE CAPACITY OF CODE ENFORCEMENT OFFICERS TO ADDRESS LEAD PAINT HAZARDS BY CONDUCTING A TWO-HOUR LEAD WORKSHOP AND THREE ONE-DAY LEAD RENOVATION, REPAIR, AND PAINTING (RRP) TRAINING COURSES. ACHHD WILL PRESENT THE WORKSHOP AND ONE LEAD RRP TRAINING COURSE AT THE CALIFORNIA ASSOCIATION OF CODE ENFORCEMENT OFFICER'S ANNUAL MEETING IN MONTEREY COUNTY. FURTHERMORE, ACHHD AND ITS PARTNERS WILL PROVIDE TWO ADDITIONAL LEAD RRP TRAINING COURSES--ONE IN NORTHERN CALIFORNIA AND ONE IN SOUTHERN CALIFORNIA.  THIS AGREEMENT PROVIDES FULL FEDERAL FUNDING IN THE AMOUNT OF $25,000.  PREAWARD COSTS ARE APPROVED BACK TO 7/15/2018.",25000
2018,CA,ASST_NON_83928101_6800,66.716,POLLINATOR PARTNERSHIP,PROJECT GRANT (B),"THIS PROJECT WILL SUPPORT THE 17TH ANNUAL NORTH AMERICAN POLLINATOR PROTECTION CAMPAIGN (NAPPC) INTERNATIONAL CONFERENCE WILL BE HELD ON OCTOBER 17-19, 2017.  THE CONFERENCE WILL SUPPORT RELATED ACTIVITIES BY INCORPORATING INFORMATION AND ACTIONS RELATED TO THE EPA MISSION REGARDING THE PROTECTION OF HONEY BEES, MANAGED BUMBLE BEES AND OTHER MANAGED AND NATIVE POLLINATORS.",0
2018,CO,ASST_NON_83617701_6800,66.716,NATIONAL ENVIRONMENTAL HEALTH ASSOCIATION,,"THE PROPOSAL FOR INTEGRATED PEST MANAGEMENT MENTORSHIP PROGRAM FOR DEVELOPING SCHOOL IPM IS A COMPREHENSIVE, HANDS-ON, MENTORED PROGRAM DEVELOPMENT T",0
2018,CO,ASST_NON_96843601_6800,66.7,COLORADO STATE UNIVERSITY,PROJECT GRANT (B),"THIS AWARD PROVIDES FUNDS FOR THE RECIPIENT TO SUPPORT THE DEVELOPMENT AND IMPLEMENTATION OF THE STATE PESTICIDE REGULATORY AND ENFORCEMENT PROGRAMS, INCLUDING, BUT NOT LIMITED TO, ACTIVITIES SUCH AS COMPLIANCE MONITORING  AND OUTREACH AND EDUCATION.  THIS PROJECT WILL RESULT IN ENHANCED PROTECTION OF HUMAN HEALTH AND THE ENVIRONMENT THROUGH OUTREACH AND EDUCATION (E.G. REDUCED PESTICIDE EXPOSURE TO AGRICULTURAL WORKERS AND HANDLERS, PROTECTION OF WATER RESOURCES FROM PESTICIDES, AND PROTECTION OF ENDANGERED SPECIES AND OTHER NON-TARGET ORGANISMS).",10000
2018,ID,ASST_NON_00052717_6800,66.7,"AGRICULTURE, IDAHO DEPARTMENT OF",PROJECT GRANT (B),"THIS COOPERATIVE AGREEMENT CONTINUES THE RECIPIENT'S IMPLEMENTATION OF ITS PESTICIDE REGULATORY AND ENFORCEMENT PROGRAMS, INCLUDING, BUT NOT LIMITED TO, ACTIVITIES SUCH AS: COMPLIANCE MONITORING, ENFORCEMENT, CERTIFICATION AND TRAINING FOR PESTICIDE APPLICATORS, AND OUTREACH AND EDUCATION. THIS AGREEMENT WILL RESULT IN ENHANCED PROTECTION OF HUMAN HEALTH AND THE ENVIRONMENT (E.G. REDUCED PESTICIDE EXPOSURE TO AGRICULTURAL WORKERS AND HANDLERS, PROTECTION OF WATER RESOURCES FROM PESTICIDES, AND PROTECTION OF ENDANGERED SPECIES).",389000
2018,ID,ASST_NON_00087010_6800,66.7,COEUR D'ALENE TRIBE,PROJECT GRANT (B),"THE COEUR D'ALENE TRIBE HOSTS THE REGION 10 PESTICIDE ENFORCEMENT CIRCUIT RIDER PROGRAM. THE TRIBE WORKS IN COOPERATION WITH THE US ENVIRONMENTAL PROTECTION AGENCY TO PROVIDE PESTICIDE ENFORCEMENT UNDER THE FEDERAL INSECTICIDE, FUNGICIDE, AND RODENTICIDE ACT AND PROVIDES COVERAGE FOR 6 INLAND NORTHWEST TRIBAL GOVERNMENTS INCLUDING COEUR D'ALENE TRIBE, NEZ PERCE TRIBE, KOOTENAI TRIBE OF IDAHO, SPOKANE TRIBE OF INDIANS, CONFEDERATED TRIBES OF THE COLVILLE RESERVATION, KALISPEL TRIBE OF INDIANS.",155900
2018,IN,ASST_NON_97547119_6800,66.7,PURDUE UNIVERSITY,PROJECT GRANT (B),"THE WORK PROPOSED BY THE OFFICE OF INDIANA STATE CHEMIST HOUSED AT PURDUE UNIVERSITY IS TO PROTECT THE SURFACE/GROUND WATERS, AGRICULTURAL WORKERS, HANDLERS, AND ENDANGERED SPECIES FROM PESTICIDE.  ADDITIONAL BENEFITS INCLUDE REDUCED EXPOSURE TO TOXIC PESTICIDES, ENSURE CLEANER WATERS, AND FOSTER IMPROVED PESTICIDE COMPLIANCE. THIS WILL BE DONE THROUGH THE IMPLEMENTATION OF THE STATE/FEDERAL PESTICIDE REGULATORY AND ENFORCEMENT PROGRAMS.",247033
2018,IN,ASST_NON_97547118_6800,66.7,PURDUE UNIVERSITY,,"THE WORK PROPOSED BY THE OFFICE OF INDIANA STATE CHEMIST HOUSED AT PURDUE UNIVERSITY IS TO PROTECT THE SURFACE/GROUND WATERS, AGRICULTURAL WORKERS, HANDLERS, AND ENDANGERED SPECIES FROM PESTICIDE.  ADDITIONAL BENEFITS INCLUDE REDUCED EXPOSURE TO TOXIC PESTICIDES, ENSURE CLEANER WATERS, AND FOSTER IMPROVED PESTICIDE COMPLIANCE. THIS WILL BE DONE THROUGH THE IMPLEMENTATION OF THE STATE/FEDERAL PESTICIDE REGULATORY AND ENFORCEMENT PROGRAMS.",367024
2018,KY,ASST_NON_83698001_6800,66.716,EXTENSION FOUNDATION,,TO ESTABLISH AND ADMINISTER A NATIONAL SUBAWARD PROGRAM IN SUPPORT OF PESTICIDE APPLICATOR EDUCATION AND TRAINING FOR CERTIFIED APPLICATORS OF RESTRICTED USE PESTICIDES.,1000000
2018,LA,ASST_NON_00635218_6800,66.7,"AGRICULTURE & FORESTRY, LOUISIANA DEPARTMENT OF",,"THIS COOPERATIVE AGREEMENT IS DESIGNED TO CONTINUE IMPLEMENTATION OF PESTICIDE REGULATORY AND ENFORCEMENT PROGRAMS IN THE STATE OF LOUISIANA THAT WILL INCLUDE, BUT ARE NOT LIMITED TO, ACTIVITIES SUCH AS, COMPLIANCE MONITORING, ENFORCEMENT, CERTIFICATION AND TRAINING FOR PESTICIDE APPLICATORS, AND OUTREACH AND EDUCATION.  THIS AGREEMENT WILL RESULT IN REDUCED PESTICIDE EXPOSURE TO AGRICULTURAL WORKERS AND HANDLERS, PROTECTION OF WATER RESOURCES FROM PESTICIDES, AND PROTECTION OF ENDANGERED SPECIES.",550494
2018,ME,ASST_NON_00A00308_6800,66.7,"AGRICULTURE, CONSERVATION & FORESTRY, MAINE DEPARTMENT OF",,"FUNDING WILL PROVIDE THE MAINE DEPARTMENT OF AGRICULTURE, CONSERVATION AND FORESTRY (MEDOACF) THE ABILITY TO MAINTAIN A PESTICIDE PROGRAM. THIS ASSISTANCE AGREEMENT PROVIDES UTILIZATION OF PESTICIDE PROGRAM AND PESTICIDE ENFORCEMENT FUNDING. THE FUNDS WILL BE USED TO: CONDUCT FIFRA COMPLIANCE INSPECTIONS, TAKE APPROPRIATE ENFORCEMENT ACTIONS, IMPLEMENT WORKER SAFETY PROGRAMS, SUCH AS THE WORKER PROTECTION PROGRAM, AND FOR THE CERTIFICATION AND TRAINING OF PESTICIDE APPLICATORS. IN ADDITION, THE STATE WILL IMPLEMENT PROGRAMS TO SUPPORT: WATER QUALITY, ENDANGERED SPECIES, AND CONTAINER/CONTAINMENT.",0
2018,ME,ASST_NON_00A00297_6800,66.7,"AGRICULTURE, CONSERVATION & FORESTRY, MAINE DEPARTMENT OF",PROJECT GRANT (B),"FUNDING THROUGH A PERFORMANCE PARTNERSHIP GRANT WILL PROVIDE THE BOARD OF PESTICIDE CONTROL  LOCATED IN THE MAINE DEPARTMENT OF AGRICULTURE, CONSERVATION AND FORESTRY, THE ABILITY TO MAINTAIN A PESTICIDE PROGRAM. THIS COOPERATIVE AGREEMENT CONTINUES THE RECIPIENT'S IMPLEMENTATION OF ITS PESTICIDE REGULATORY AND ENFORCEMENT PROGRAMS, INCLUDING, BUT NOT LIMITED TO, ACTIVITIES SUCH AS: COMPLIANCE MONITORING, ENFORCEMENT, CERTIFICATION AND TRAINING FOR PESTICIDE APPLICATORS, AND OUTREACH AND EDUCATION.  THIS AGREEMENT WILL RESULT IN ENHANCED PROTECTION OF HUMAN HEALTH AND THE ENVIRONMENT (E.G. REDUCED PESTICIDE EXPOSURE TO AGRICULTURAL WORKERS AND HANDLERS, PROTECTION OF WATER RESOURCES FROM PESTICIDES, AND PROTECTION OF ENDANGERED SPECIES).",313000
2018,MD,ASST_NON_83937301_6800,66.716,ASSOCIATION OF AMERICAN PESTICIDE CONTROL OFFICIALS INC,PROJECT GRANT (B),"THE PURPOSE OF THE STATE FIFRA ISSUES RESEARCH AND EVALUATION GROUP (SFIREG) IS TO IDENTIFY, EVALUATE AND RECOMMEND SOLUTIONS TO PESTICIDE ISSUES THAT RESULT FROM THE IMPLEMENTATION OF FIFRA BY STATE REGULATORY PROGRAMS. THE OFFICE OF PESTICIDE PROGRAMS (OPP) HAS NATIONAL PROGRAM MANAGEMENT RESPONSIBILITY FOR THE FEDERAL INSECTICIDE, FUNGICIDE AND RODENTICIDE ACT (FIFRA), AND WORKS TOGETHER WITH STATES, TRIBES, AND OTHER PARTNERS, TO PROTECT PUBLIC HEALTH AND THE ENVIRONMENT BY REGULATING THE SALE AND USE OF PESTICIDES.    THE SFIREG WORKING COMMITTEES INCLUDE THE PESTICIDES OPERATION AND MANAGEMENT (POM) WORKING COMMITTEE, WHICH ADDRESSES POLICY AND REGULATORY ISSUES, AND THE ENVIRONMENTAL QUALITY ISSUES (EQI) WORKING COMMITTEE, WHICH ADDRESSES TECHNICAL AND ENVIRONMENTAL RISK ISSUES. SFIREG WILL HOLD FOUR IN-PERSON MEETINGS EACH CALENDAR YEAR (2 FULL SFIREG MEETINGS; 2 JOINT WORKING COMMITTEE MEETINGS).    THIS COOPERATIVE AGREEMENT WILL SUPPORT SFIREG ACTIVITIES, WHICH ARE CRITI",165000
2018,MA,ASST_NON_00A00504_6800,66.7,MASSACHUSETTS DEPARTMENT OF AGRICULTURAL RESOURCES,PROJECT GRANT (B),"PER YOUR APPLICATION REQUEST DATED JULY 16, 2018, THIS COOPERATIVE AGREEMENT IS BEING AWARD FULL FUNDING IN THE AMOUNT OF $ 388,500 TO THE MASSACHUSETTS DEPARTMENT OF AGRICULTURAL RESOURCES. THESE FUNDS WILL SUPPORT THE  (MDAR), DIVISION OF CROP SERVICES,  WITH THE ABILITY TO MAINTAIN A PESTICIDE PROGRAM. THIS COOPERATIVE AGREEMENT CONTINUES THE RECIPIENT'S IMPLEMENTATION OF ITS PESTICIDE REGULATORY AND ENFORCEMENT PROGRAMS, INCLUDING, BUT NOT LIMITED TO, ACTIVITIES SUCH AS: COMPLIANCE MONITORING, ENFORCEMENT, CERTIFICATION AND TRAINING FOR PESTICIDE APPLICATORS, AND OUTREACH AND EDUCATION.  THIS AGREEMENT WILL RESULT IN ENHANCED PROTECTION OF HUMAN HEALTH AND THE ENVIRONMENT (E.G. REDUCED PESTICIDE EXPOSURE TO AGRICULTURAL WORKERS AND HANDLERS, PROTECTION OF WATER RESOURCES FROM PESTICIDES, AND PROTECTION OF ENDANGERED SPECIES).",388500
2018,MA,ASST_NON_96156701_6800,66.714,UNIVERSITY OF MASSACHUSETTS,,"PROJECT WILL BRING TOGETHER RESEARCHERS, INDUSTRY REPRESENTATIVES, AND GROWERS TO ASSESS THE CURRENT STATE OF DODDER (A PARASITIC WEED) IN CRANBERRY",0
2018,MI,ASST_NON_83927401_6800,66.716,MICHIGAN STATE UNIVERSITY,PROJECT GRANT (B),"THIS PROJECT PLAN AND CARRY OUT WORKSHOPS, CONFERENCES AND MEETINGS AMONG STAKEHOLDERS AT THE NATIONAL, STATE AND LOCAL LEVELS TO EXCHANGE INFORMATION AND RESOURCES, DEVELOP BEST PRACTICES, AND CREATE PARTNERSHIPS THAT PROMOTE SAFE PESTICIDE USE.",500000
2018,MI,ASST_NON_00E02116_6800,66.716,MICHIGAN MIGRANT LEGAL ASSISTANCE PROJECT INC,,"MICHIGAN MIGRANT LEGAL ASSISTANCE PROJECT, INC. WILL DEVELOP A MICHIGAN STATE-SPECIFIC WORKER PROTECTION STANDARD (WPS) RESOURCE GUIDE. THE WPS GUIDE WILL BE FOR MICHIGAN AGRICULTURAL EMPLOYERS THAT WILL CONTAIN STATE SPECIFIC INFORMATION AND CONTACTS. THE SECOND COMPONENT OF THIS PROJECT IS THE DEVELOPMENT OF FARMWORKER WPS POCKET CARDS, IN BOTH ENGLISH AND SPANISH, THAT CONTAINS KEY POINTS ABOUT THE WPS PROTECTIONS AS RELATED TO WORKERS AND CONTACT INFORMATION. THESE RESOURCES WILL HELP THE AGRICULTURAL EMPLOYERS COMPLY WITH THE REVISED WPS RESULTING IN ENHANCED FARMWORKER PROTECTION.",0
2018,MN,ASST_NON_83521201_6800,66.716,ASSOCIATION OF AMERICAN PESTICIDE CONTROL OFFICIALS INC,,"THE PURPOSE OF SFIREG IS TO IDENTIFY, EVALUATE AND RECOMMEND SOLUTIONS TO ISSUES THAT RESULT FROM THE IMPLEMENTATION OF FIFRA BY STATE REGULATORY PRO",0
2018,MT,ASST_NON_97834718_6800,66.7,CONFEDERATED SALISH & KOOTENAI TRIBES,,"THE TRIBAL CIRCUIT RIDER PROGRAM IMPLEMENTS THE FEDERAL INSECTICIDE, FUNGICIDE AND RODENTICIDE ACT IN INDIAN COUNTRY TO REDUCE MISUSE AND PROTECT PUBLIC HEALTH AND THE ENVIRONMENT.",214000
2018,NH,ASST_NON_00A00274_6800,66.7,STATE OF NEW HAMPSHIRE,PROJECT GRANT (B),"THIS COOPERATIVE AGREEMENT CONTINUES THE RECIPIENT'S IMPLEMENTATION OF ITS PESTICIDE REGULATORY AND ENFORCEMENT PROGRAMS, INCLUDING, BUT NOT LIMITED TO, ACTIVITIES SUCH AS: COMPLIANCE MONITORING, ENFORCEMENT, CERTIFICATION AND TRAINING FOR PESTICIDE APPLICATORS, AND OUTREACH AND EDUCATION. THIS AGREEMENT WILL RESULT IN ENHANCED PROTECTION OF HUMAN HEALTH AND THE ENVIRONMENT (E.G. REDUCED PESTICIDE EXPOSURE TO AGRICULTURAL WORKERS AND HANDLERS, PROTECTION OF WATER RESOURCES FROM PESTICIDES, AND PROTECTION OF ENDANGERED SPECIES).",329000
2018,NH,ASST_NON_00A00259_6800,66.7,STATE OF NEW HAMPSHIRE,,"FUNDING WILL PROVIDE THE NEW HAMPSHIRE DEPARTMENT OF AGRICULTURE, MARKETS, AND FOOD, DIVISION OF PESTICIDE CONTROL THE ABILITY TO MAINTAIN A PESTICIDE PROGRAM. THIS ASSISTANCE AGREEMENT PROVIDES UTILIZATION OF PESTICIDE PROGRAM AND PESTICIDE ENFORCEMENT FUNDING.THE FUNDS WILL BE USED TO: CONDUCT FIFRA COMPLIANCE INSPECTIONS, TAKE APPROPRIATE ENFORCEMENT ACTIONS, IMPLEMENT WORKER SAFETY PROGRAMS; SUCH AS THE WORKER PROTECTION PROGRAM AND FOR THE CERTIFICATION AND TRAINING OF PESTICIDE APPLICATORS. IN ADDITION, THE STATE WILL IMPLEMENT PROGRAMS TO SUPPORT WATER QUALITY, ENDANGERED SPECIES, AND CONTAINER/CONTAINMENT.",0
2018,NM,ASST_NON_00665318_6800,66.7,DEPARTMENT OF AGRICULTURE NEW MEXICO,,"THIS COOPERATIVE AGREEMENT IS DESIGNED TO CONTINUE IMPLEMENTATION OF PESTICIDE REGULATORY AND ENFORCEMENT PROGRAMS IN THE STATE OF NEW MEXICO THAT WILL INCLUDE, BUT ARE NOT LIMITED TO, COMPLIANCE MONITORING, ENFORCEMENT, CERTIFICATION AND TRAINING FOR PESTICIDE APPLICATORS, AND OUTREACH AND EDUCATION.  THIS AGREEMENT WILL RESULT IN  REDUCED PESTICIDE EXPOSURE TO AGRICULTURAL WORKERS AND HANDLERS, PROTECTION OF WATER RESOURCES FROM PESTICIDES, AND PROTECTION OF ENDANGERED SPECIES.",431836
2018,NM,ASST_NON_01F54101_6800,66.716,"EIGHT NORTHERN INDIAN PUEBLOS COUNCIL, INC.",PROJECT GRANT (B),"THIS COOPERATIVE AGREEMENT CONTINUES THE RECIPIENT'S IMPLEMENTATION OF ITS PESTICIDE PROGRAMS, INCLUDING, BUT NOT LIMITED TO, ACTIVITIES SUCH AS: OUTREACH AND EDUCATION.  THIS AGREEMENT WILL RESULT IN ENHANCED PROTECTION OF HUMAN HEALTH AND THE ENVIRONMENT (E.G. REDUCED PESTICIDE EXPOSURE TO AGRICULTURAL WORKERS AND HANDLERS, PROTECTION OF WATER RESOURCES FROM PESTICIDES, AND PROTECTION OF ENDANGERED SPECIES).",40793
2018,NY,ASST_NON_00214638_6800,66.7,DEPARTMENT OF ENVIRONMENTAL CONSERVATION NEW YORK,,"THIS AGREEMENT PROVIDES FUNDING FOR THE NEW YORK STATE DEPARTMENT OF CONSERVATION (NYSDEC) TO IMPLEMENT ITS CONSOLIDATED PESTICIDES PROGRAM. THIS INCLUDES THE CERTIFICATION AND TRAINING PROGRAM FOR PESTICIDE APPLICATORS IN NEW YORK.  CERTIFICATION IS NEEDED FOR USE OF RESTRICTED USE PESTICIDES AND ENSURES THE SAFETY OF THE APPLICATOR, AND THE GENERAL PUBLIC FROM IMPROPER PESTICIDE APPLICATIONS.  IT ALSO INCLUDES THE SPECIAL PESTICIDES INITIATIVES THAT COVER THE WORKER PROTECTION, WATER QUALITY PROTECTION, AND THE ENDANGERED SPECIES PROTECTION PROGRAMS.",0
2018,NY,ASST_NON_00215238_6800,66.7,DEPARTMENT OF ENVIRONMENTAL CONSERVATION NEW YORK,,"THIS COOPERATIVE AGREEMENT IS DESIGNED TO IMPLEMENT AND ESTABLISH AGRICULTURAL WORKER PROTECTION AND PESTICIDE ENFORCEMENT PROGRAMS IN THE STATE OF NEW YORK. THESE ENFORCEMENT PROGRAMS WILL INCLUDE COMPLIANCE AND ENFORCEMENT ACTIVITIES SUCH AS BUT NOT LIMITED TO: PRODUCT COMPLIANCE, OUTREACH, TRAINING, ENFORCEMENT OF UNREGISTERED PESTICIDES, INSPECTIONS, GROUNDWATER SAMPLING, ETC. THIS AGREEMENT WILL RESULT IN THE ENHANCED PROTECTION OF AGRICULTURAL WORKERS AND HELP PROTECT GROUNDWATER FROM PESTICIDE CONTAMINATION.",0
2018,ND,ASST_NON_96843001_6800,66.7,NORTH DAKOTA STATE UNIVERSITY,,THIS AWARD PROVIDES FNDS TO DEVELOP AND MAINTAIN A COMPREHENSIVE PESTICIDE APPLICATOR PROGRAM ADDRESSING ALL ASPECTS OF PESTICIDE APPLICATOR CERTIFICATION AND TRAINING,71000
2018,ND,ASST_NON_97848419_6800,66.7,THREE AFFILIATED TRIBES,PROJECT GRANT (B),"THIS COOPERATIVE AGREEMENT CONTINUES THE RECIPIENT'S IMPLEMENTATION OF ITS PESTICIDE REGULATORY AND ENFORCEMENT PROGRAMS, INCLUDING, BUT NOT LIMITED TO, ACTIVITIES SUCH AS: COMPLIANCE MONITORING, ENFORCEMENT, CERTIFICATION AND TRAINING FOR PESTICIDE APPLICATORS, AND OUTREACH AND EDUCATION.  THIS AGREEMENT WILL RESULT IN ENHANCED PROTECTION OF HUMAN HEALTH AND THE ENVIRONMENT.",80000
2018,OK,ASST_NON_00635418_6800,66.7,DEPARTMENT OF AGRICULTURE FOOD & FORESTRY OKLAHOMA,,"FY 2018 COOPERATIVE AGREEMENT WITH OKLAHOMA DEPARTMENT OF AGRICULTURE, FOOD, AND FORESTRY(ODAFF) FOR PESTICIDE PROGRAMS INCLUDING ENFORCEMENT, APPLICATOR CERTIFICATION AND TRAINING, WORKER PROTECTION STANDARD, PESTICIDES IN WATER, POLLINATOR PROTECTION, AND PESTICIDE DRIFT. THE PURPOSE OF THIS PROJECT IS TO ADMINISTER A COMPREHENSIVE AND EFFECTIVE STATE PESTICIDE REGULATORY PROGRAM AND TO MAINTAIN AN EFFECTIVE PESTICIDE ENFORCEMENT PROGRAM.",270759
2018,OK,ASST_NON_00635419_6800,66.7,DEPARTMENT OF AGRICULTURE FOOD & FORESTRY OKLAHOMA,PROJECT GRANT (B),"THIS COOPERATIVE AGREEMENT CONTINUES THE RECIPIENT'S IMPLEMENTATION OF ITS PESTICIDE REGULATORY AND ENFORCEMENT PROGRAMS, INCLUDING, BUT NOT LIMITED TO, ACTIVITIES SUCH AS: COMPLIANCE MONITORING, ENFORCEMENT, CERTIFICATION AND TRAINING FOR PESTICIDE APPLICATORS, AND OUTREACH AND EDUCATION.  THIS AGREEMENT WILL RESULT IN ENHANCED PROTECTION OF HUMAN HEALTH AND THE ENVIRONMENT (E.G. REDUCED PESTICIDE EXPOSURE TO AGRICULTURAL WORKERS AND HANDLERS, PROTECTION OF WATER RESOURCES FROM PESTICIDES, AND PROTECTION OF ENDANGERED SPECIES).",315385
